file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/GENERIC CARDS/Seize the Initiative.png;Seize the Initiative;Gang Tactics;"| Play this card at the beginning of any round,
before rolling for Priority.

You immediately take Priority this turn |
without any dice being rolled.";Saisir l’initiative;Générique;Jouez cette tactique au début d’un tour, avant de lancer le lancer pour la priorité. Vous prenez immédiatement la priorité ce tour-ci sans qu'aucun dé ne soit lancé.
../TacticsCards/GENERIC CARDS/Service Tunnels.png;Service Tunnels;Gang Tactics;"| Play when deploying your gang.

One fighter chosen by you from your
starting crew gains the Infiltrate skill for the |
duration of this battle and may be deployed
accordingly.";Tunnels de service;Générique;Jouez cette tactique lors du déploiement de votre gang. Un combattant choisi par vous parmi votre gang de départ acquiert la compétence Infiltration pour le durée de cette bataille et peut être déployé en conséquence.
../TacticsCards/GENERIC CARDS/Shield Wall.png;Shield Wall;Gang Tactics;"Play this card instead of activating a fighter.

Tuck this card under a fighter's card. For the
remainder of the battle, add 1 to fighter's armour
save, and any friendly fighter in base contact with
this fighter, to a maximum of 2+, against attack
that originate from within this fighter's vision :";Mur de boucliers;Générique;Jouez cette tactique au lieu d'activer un combattant. Glissez cette carte sous la carte d'un combattant. Pour le reste de la bataille, ajoutez 1 à l'armure du combattant et tout combattant allié en contact socle à socle avec ce combattant, jusqu'à un maximum de 2+, contre toute attaque qui provient de l’arc avant de vision de ce combattant
../TacticsCards/GENERIC CARDS/Slippery.png;Slippery;Gang Tactics;"| Play this card when activating a fighter.

|

Put this card under the active fighter's

Fighter card. Until the end of the battle, this.
fighter treats the Crawl Through action as

@asic) rather than (Double).

|

|";Glissant;Générique;Jouez cette tactique lors de l'activation d'un combattant. Mettez cette carte sous la carte de ce combattant. Jusqu'à la fin de la bataille, ça. Le combattant traite l'action Crawl Through comme (Basic) plutôt que (Double).
../TacticsCards/GENERIC CARDS/Snap Fire.png;Snap Fire;Gang Tactics;"| Play this card after an enemy fighter
completes an attack with a ranged weapon.

A readied fighter in your gang may |
immediately take a shot at the enemy fighter
with a Pistol or Basic weapon. However, they
must subtract 1 from the hit roll.";Tir réflexe;Générique;Jouez cette tactique après qu’un combattant ennemi termine une attaque avec une arme à distance. Un combattant ready de votre gang peut tirer immédiatement sur le combattant ennemi avec un pistolet ou une arme de base (Pistol or Basic weapon). Cependant, ils doit soustraire 1 au jet de touche.
../TacticsCards/GENERIC CARDS/Speedy Recovery.png;Speedy Recovery;Gang Tactics;"Play this card when making a Recovery test.
One of your fighters can re-roll a single
Recovery dice.";Récupération rapide;Générique;Jouez cette tactique lorsque vous effectuez un recovery test. Un de vos combattants peut relancer un seul Recovery dice.
../TacticsCards/GENERIC CARDS/Spiked Drinks.png;Spiked Drinks;Gang Tactics;"Play during the pre-battle sequence, during

Step Five: Choose Crews.

|

Nominate one fighter from your opponent's’

starting crew. For the duration of this battle,
that fighter suffers -1 to their Ballistic Skill,

| Weapon Skill, and Intelligence, but gains +2

to their Cool.";Boissons trafiquées;Générique;Jouez cette tactique pendant la séquence d'avant-bataille, Cinquième étape : Choisissez les combattants. Désignez un combattant parmi ceux de votre adversaire. Pour la durée de cette bataille, ce combattant subit -1 à ses caractéristiques WS, BS et Int mais gagne +2 à sa caractéristique de Cool.
../TacticsCards/GENERIC CARDS/Spreading Conflagration.png;Spreading Conflagration;Gang Tactics;"| Play this card at the start of any round.

For the duration of this round, fighters
activating within 3"" of a fighter that is |
subject to the Blaze condition must test to
see if they catch fire, just as if they had been
hit by a weapon with the Blaze trait.";Propagation de la conflagration;Générique;"Jouez cette tactique au début d’un tour. Pour la durée de ce round, les combattants s'activant à 3"" ou moins d'un combattant soumis à la condition Blaze doit tester pour voir s'ils prennent feu, comme s'ils avaient été touché par une arme avec le trait Blaze."
../TacticsCards/GENERIC CARDS/Stand Firm.png;Stand Firm;Gang Tactics;"Play this card instead of making a Bottle test.
This round, your gang automatically passes
its Bottle test.";Tenez bon;Générique;Jouez cette tactique au lieu de faire un Bottle test. Ce tour, votre gang réussit automatiquement son Bottle test.
../TacticsCards/GENERIC CARDS/Steel Fury.png;Steel Fury;Gang Tactics;"| Play this card at the start of any round.

For the duration of this round, fighters from
this gang count the Fight (Basic) action asa |
Fight (Simple) action.";Fureur d'acier;Générique;Jouez cette tactique au début d’un tour. Pour la durée de ce round, les combattants de votre gang considère l'action Combat (Basique) comme Combat (simple).
../TacticsCards/GENERIC CARDS/Sterner Stuff.png;Sterner Stuff;Gang Tactics;"| Play this card instead of activating a fighter.
Make a Rally check for each Broken fighter
in your gang, as though it was the End phase.";Plus solide qu’il n’y paraît;Générique;Jouez cette tactique au lieu d'activer un combattant. Effectuez un test de Ralliement (Rally check) pour chaque combattant Broken dans votre gang, comme si c'était la phase de fin.
../TacticsCards/GENERIC CARDS/Stop Resisting.png;Stop Resisting;Gang Tactics;"| Play this card when a friendly Standing and
Engaged fighter makes a Fight (Basic) action,
(including as part of a Charge (Double)
action). |
Untul the End phase of this round, enemy
fighters cannot make Reaction attacks against
this fighter.";Arrêtez de résister;Générique;Jouez cette tactique lorsqu’un combattant allié engagé effectue une action Combat (Basic), (y compris dans le cadre d'une Charge (Double)). Jusqu'à la phase de fin de ce tour, les combattants ennemis ne peuvent pas effectuer d'attaques de réaction contre ce combattant.
../TacticsCards/GENERIC CARDS/Sump Slump.png;Sump Slump;Gang Tactics;"Play at the start of any turn.
Immediately remove D3 Barricades of your
choice from anywhere on the board.";Affaissement du puisard;Générique;Jouez cette tactique au début d’un tour. Retirez immédiatement D3 barricades de votre choix n’importe où sur le plateau.
../TacticsCards/GENERIC CARDS/Supressing Fire.png;Supressing Fire;Gang Tactics;"| Play this card after making an unsuccessful
hit roll for a ranged weapon.

The target is Pinned, even though they |
were not hit by the attacks.";Tir de suppression;Générique;Jouez cette tactique après avoir échoué un jet de touche pour une attaque à distance. La cible est Prone, même si elle n'a pas été touchée par l’attaque.
../TacticsCards/GENERIC CARDS/Swift Justice.png;Swift Justice;Gang Tactics;"| Play this card when one of your fighters is
taken Out of Action by an enemy fighter's
attack.

A friendly fighter can immediately make
a free Shoot (Basic) action against the
attacker.";Justice rapide;Générique;Jouez cette tactique lorsqu'un de vos combattants est mis Out of Action par l’attaque d’un combattant ennemi. Un combattant allié peut immédiatement faire une action Tir (Basique) gratuite contre le attaquant.
../TacticsCards/GENERIC CARDS/Tactical Deployment.png;Tactical Deployment;Gang Tactics;"Play during the pre-battle sequence during

Step 5. Choose Crews.

If the scenario uses Random (X) crew selection,
you may re-select any fighters of your choice.
Shuffle the cards back into your deck and redraw
that number of cards. The second draw stands,
even if the same fighters are drawn again.";Déploiement tactique;Générique;Jouez cette tactique pendant la séquence d’avant-bataille, étape 5. Choisissez les combattants. Si le scénario utilise la règle random selection(X), vous pouvez re-tirer les combattants. Mélangez les cartes dans votre deck et re-piochez le même nombre de cartes. Le deuxième tirage est maintenu, même si les mêmes combattants sont à nouveau.
../TacticsCards/GENERIC CARDS/Tainted Meat.png;Tainted Meat;Gang Tactics;"| Play this card immediately after it has been
drawn during step 7 of the pre-battle
sequence.

Nominate one fighter from your opponent's
starting crew. That fighter starts this battle
with one Flesh Wound.";Viande contaminée;Générique;Jouez cette tactique immédiatement après qu'elle ait été tiré lors de l'étape 7 de la séquence pré-bataille. Nommez un combattant parmi ceux du gang adverse. Ce combattant commence cette bataille avec une Blessure Légère (Flesh wound).
../TacticsCards/GENERIC CARDS/Take the Initiative.png;Take the Initiative;Gang Tactics;"Play this card at the start of the round before

rolling for Priority.

Your gang has Priority this round. If |
multiple gangs play this card then they must

roll off to see who has Priority as normal

|

|";Prendre l’initiative;Générique;Jouez cette tactique au début du round avant tester pour la priorité. Votre gang a la priorité ce tour-ci. Si plusieurs gangs jouent cette carte alors ils doivent tester pour voir qui a la priorité comme d’habitude
../TacticsCards/GENERIC CARDS/Tech Override.png;Tech Override;Gang Tactics;"Play this card when a friendly fighter makes an
Access Terminal action or Bypass Lock action, or
when rolling to see if a friendly fighter triggers a
booby trap.

If making an Access Terminal action or Bypass
Lock action, the intelligence check is passed
automatically. If rolling to see whether a booby
trap is triggered, you can choose the result
instead of rolling.";Contournement technique;Générique;Jouez cette tactique lorsqu'un combattant allié fait une action Access terminal ou Bypass lock, ou lors d’un test determinant si un combattant allié déclenche un piège. Si c’est une action Access terminal ou Bypass lock, le est automatiquement réussi. Si vous tester pour determiner si un piège est déclenché, vous pouvez choisir le résultat.
../TacticsCards/GENERIC CARDS/They_re Everywhere!.png;They're Everywhere!;Gang Tactics;"| Play this card instead of activating a fighter.
Each enemy fighter who is within 4"" of

two or more fighters from your gang must |
make a Cool check. If the check is failed, the
enemy fighter is Pinned.";Ils sont partout !;Générique;Jouez cette tactique au lieu d'activer un combattant. Chaque combattant ennemi se trouvant à 4 » ou moins de deux combattants ou plus de votre gang doit faire un test de Cool. Si le test échoue, le le combattant ennemi est Prone.
../TacticsCards/GENERIC CARDS/Thundering Charge.png;Thundering Charge;Gang Tactics;"Play when a fighter makes a Charge action,
before they move.

Double the fighter’s Move instead of adding
1D EI";Charge tonitruante;Générique;Jouez cette tactique lorsqu’un combattant effectue une action de Charge, avant son déplacement. Doublez le Mouvement du combattant au lieu d’ajouter 1D3.
../TacticsCards/GENERIC CARDS/Trap Chute.png;Trap Chute;Gang Tactics;"Play when an enemy model crawls through a
ductway.

The enemy model is placed by the enemy player
within 1"" of a randomly chosen ductway with 18""
of their current location. If there are no other
ductway markers in this then the model is
removed for D3 rounds. When they return to
play, place them within 1"" of the ductway they
were crawling through.";Trappe piégée;Générique;"Jouez cette tactique lorsqu'un combattant ennemi rampe à travers un canalisation. Vous pouvez placer le combattant ennemi à 1"" ou moins d'un autre conduit choisi au hasard dans les 18"" de son emplacement actuel. S'il n'y a pas d’autre canalisations, le combattant est retiré D3 tours. Quand il revient, place le dans les 1"" du conduit au travers duquel il rampait."
../TacticsCards/GENERIC CARDS/Trapped Console.png;Trapped Console;Gang Tactics;"| Play this card when an enemy fighter
interacts with a console, before the end of
the action.

Centre the 3” blast marker on the enemy
fighter. All models under the marker suffer a
Strength 3, AP -, Damage 1 hit.";Console piégée;Générique;"Jouez cette tactique lorsqu'un combattant ennemi interagit avec une console, avant la fin de l'action. Centrez le gabarit 3"" sur ce combattant. Toutes les figurines sous le gabarit subissent une touche automatique Force 3, AP -, Dégâts 1."
../TacticsCards/GENERIC CARDS/Trusty Backup.png;Trusty Backup;Gang Tactics;"| Play this card when activating a fighter.
Put this card under the active fighter's
Fighter card. Until the end of the battle, |
this fighter has an additional stub gun.";Renfort fiable;Générique;Jouez cette tactique lors de l'activation d'un combattant. Jusqu'à la fin de la bataille, ce combattant a un stub gun supplémentaire.
../TacticsCards/GENERIC CARDS/Unnerving Whispers.png;Unnerving Whispers;Gang Tactics;"| Play this card instead of activating a fighter.

|

An enemy fighter of your choice must pass
_a Willpower check at -2 or become subject _
to the Insanity condition. Place an Insanity
marker on the fighter and immediately roll

_a D6 on the Insanity table (see page 60 of
the Necromunda Rulebook).";Chuchotements troublants;Générique;Jouez cette tactique au lieu d'activer un combattant. Un combattant ennemi de votre choix doit passer un test de Willpower avec un malus de -2 ou devenir sujet à la condition Insane. S’il rate son test, lancez immédiatement sur la table de folie.
../TacticsCards/GENERIC CARDS/Unstable Energy.png;Unstable Energy;Gang Tactics;"| Play this card when an enemy fighter armed
with a las, plasma or melta weapon of any
type makes an attack with that weapon.

For the remainder of this round, all enemy
weapons of the same type (las, plasma or
melta) gain the Unstable trait if they do not
already have it. If they already have the
Unstable trait, they gain the Scarce trait.";Énergie instable;Générique;Jouez cette tactique lorsqu'un combattant ennemi attaque avec une arme las, plasma ou melta. Pour le reste du tour, tous les ennemis armés du même type (las, plasma ou melta) gagnent le trait Unstable s'ils l’ont pas déjà. S'ils ont déjà le trait Unstable, ils acquièrent le trait Scarce.
../TacticsCards/GENERIC CARDS/Vacuum Chamber.png;Vacuum Chamber;Gang Tactics;"Zone Mortalis only. |
Place this card when a door is opened. |
All models within 12” of the opening door
are immediately moved D6"" toward the
doorway. |";Chambre à vide;Générique;"Zone Mortalis uniquement. Placez cette carte lorsqu'une porte est ouverte. Tous les figurines à au moins 12"" de la porte qui s'ouvre sont immédiatement déplacés de D6"" vers le porte."
../TacticsCards/GENERIC CARDS/Veiled Threat.png;Veiled Threat;Gang Tactics;"| Play this card during any Action phase, after
Fleeing the Battlefield but before

Activating Fighters.

Choose a friendly fighter. For the remainder
of this round, that fighter cannot be targeted
by a ranged attack unless they are the only
visible target.";Menace voilée;Générique;Jouez cette tactique pendant une phase d’Action, après les tests de déroute mais avant l’activation des combattants. Choisissez un combattant allié. Pour le reste de ce tour, ce combattant ne peut pas être ciblé par une attaque à distance, à moins qu'il ne soit la seule cible visible.
../TacticsCards/GENERIC CARDS/Violent-Minded.png;Violent-Minded;Gang Tactics;"| Play this card when activating a fighter.

This turn, the fighter can make an

additional action (usually three rather than |
two), as long as at least one of their actions is
Shoot or Fight.";Esprit violent;Générique;Jouez cette tactique lors de l'activation d'un combattant. Ce tour-ci, le combattant peut faire une action supplémentaire (généralement trois au lieu de deux), à condition qu'au moins une de leurs actions soit Shoot ou Fight.
../TacticsCards/GENERIC CARDS/What_s a few Teeth.png;What's a few Teeth?;Gang Tactics;"| Play this when a friendly fighter suffers a
Flesh Wound.

The Flesh Wound is ignored. Any other |
effects of the injury still apply.";Quelques dents, qu’est-ce que c’est ?;Générique;Jouez cette tactique lorsqu'un combattant allié subit un Blessure Légère (Flesh wound). La Blessure Légère est ignorée. Tout autre les effets de la blessure s’appliquent toujours.
../TacticsCards/GENERIC CARDS/Wrong Again.png;Wrong Again;Gang Tactics;"| Play when one of your fighters is hit by a
ranged attack.

Choose any other friendly fighter within |
range and line of sight of the attacking
model. This chosen fighter becomes the

new target for the attack, which is resolved

as normal,";Encore raté;Générique;Jouez cette tactique lorsqu'un de vos combattants est touché par un attaque à distance. Choisissez un autre combattant allié dans la portée et la ligne de vue de l'attaquant. Ce combattant choisi devient le nouvelle cible de l'attaque, qui est résolue comme d'habitude,
../TacticsCards/GENERIC CARDS/You!.png;You!;Gang Tactics;"Play this card when activating a fighter.

Choose an enemy model with line of sight to the
fighter you have just activated. For the
remainder of the game, any ranged or melee
attacks made by this fighter against the
nominated enemy gain +1 on the wound roll.
The fighter can only make ranged and melee
attacks against the nominated enemy until that
enemy has been taken Out of Action.";Toi !;Générique;Jouez cette tactique lors de l'activation d'un combattant. Choisissez un combattant ennemi avec une ligne de vue vers le combattant que vous venez d'activer. Pour le reste de la bataille, les attaques à distance ou en mêlée menées par ce combattant contre le l'ennemi désigné gagne +1 au jet de blessure (wound roll). Le combattant ne faire des attaques a distances ou en mêlées que contre cette ennemi, jusque’à ce qu’il ait été mis hors combat.
../TacticsCards/GENERIC CARDS/You’re coming with Me!.png;You're coming with Me!;Gang Tactics;"| Play when a fighter is taken Out of Action

by aclose combat attack.

The chosen fighter may make a single close ©
combat attack against the enemy that took
them Out of Action. They are then removed
from play as normal.";Tu viens avec moi !;Générique;Jouez cette tactique lorsqu'un combattant est mis Out of Action par une attaque de combat rapproché. Le combattant choisi peut effectuer une seule attaque de mêlée contre l'ennemi qui l’a mis hors combat. Il est ensuite retiré du jeu normalement.
../TacticsCards/GOLIATH/ They’re only Bullets!.png;| They're only Bullets!;Goliath Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters that are within 6"" of,
and have a line of sight to, a friendly House
Goliath Leader or Champion gain the Nerves

of Steel skill.";Ce ne sont que des balles !;Goliath;"Jouez cette tactique pendant la phase de priorité, après le lancer, avant l’activation des combattants. Jusqu'à la phase de fin de ce tour, tous les combattants de Goliath qui se trouvent à au moins 6"" de, et avec une ligne de vue vers un leader ou un champion Goliath gagne la compétence Nerve of steel."
../TacticsCards/GOLIATH/Anything_s a Weapon.png;Anything's a Weapon;Goliath Tactics;"| One of your fighters can spend an action to
play this card.

Tuck this card under the fighter's card. |
While it is there, the fighter’s unarmed
attacks receive +1 strength and AP -1.";Tout est une arme;Goliath;Un de vos combattants peut dépenser une action pour jouez cette carte. Glissez cette carte sous celle du combattant. Tant qu'elle est là, les attaques non armées du combattant gagnent +1 en force et AP -1.
../TacticsCards/GOLIATH/Apprentice.png;Apprentice;Goliath Tactics;"Play after both sides have deployed, but before
the first round. Choose a friendly Goliath
Champion and Juve /Prospect. For this battle the
Champion gains Overseer. It can only be used to
activate the Apprentice. If they already has it, the
Order (Double) actions becomes (Basic) when
used to activate the Apprentice. Alternatively they
may gain Mentor. It can only be used when the
Apprentice gains an XP. If the they already has
it, they can use it as normal, but automatically
pass any Ld checks made for the Apprentice.";Apprenti;Goliath;Jouez cette tactique après que les deux camps se soient déployés, avant le premier tour. Choisissez un champion  et un Juve/Prospect Goliath. Pour cette bataille, le Champion gagne la compétence Overseer. Elle ne peut être utilisée que pour activer l'apprenti. S'il l'a déjà, les actions (double) deviennent (de base) lorsque utilisé par l’apprenti. Alternativement, il peut gagner la compétence Mentor qui ne peut être utilisée que lorsque le L'apprenti gagne de l’XP. S'il l'a déjà il, ils peuvent l'utiliser normalement, mais réussi automatiquement tous les tests de Ld effectués pour l'apprenti.
../TacticsCards/GOLIATH/Blade Breaker.png;Blade Breaker;Goliath Tactics;"| Play this card when one of your fighters is
hit, but not wounded by a close combat
weapon that does not have the Power trait.
The close combat weapon (pick one if the
fighter was hit but not wounded by more
than one) cannot be used for the rest of the
battle.";Brise-lame;Goliath;Jouez cette tactique lorsqu'un de vos combattants est touché, mais pas blessé par une arme de combat rapproché arme qui n’a pas le trait Power. L'arme de combat rapproché (choisissez-en une si le combattant a été touché plus d’une arme) ne peut plus être utilisée pour le reste de la bataille.
../TacticsCards/GOLIATH/Boost Up.png;Boost Up;Goliath Tactics;"Play this gang tactic when activating a friendly
House Goliath fighter.

This fighter can perform a Boost (Double)
action:

Boost (Double): Choose a single Standing and
Active friendly fighter that is within 2"" of this
fighter. That fighter may immediately be moved
up to 6"" vertically and 1"" horizontally.";Coup de pouce;Goliath;"Jouez cette tactique lors de l'activation d'un combattant Goliath. Ce combattant peut effectuer une action Boost (Double) : Choisissez un combattant allié actif qui se trouve à au moins 2"". Ce combattant peut être immédiatement déplacé jusqu'à 6"" verticalement et 1"" horizontalement."
../TacticsCards/GOLIATH/Brutal Charge.png;Brutal Charge;Goliath Tactics;"| Play this card when one of your fighters
makes a Charge action.

For the duration of the action, the fighter's |
Movement characteristic is increased by 2"",
and their Attacks characteristic is increased
by 1. In addition, any attacks they make gain
the Knockback trait.";Charge brutale;Goliath;"Jouez cette tactique lorsqu'un de vos combattants effectue une action Charge. Pendant toute la durée de l'action, la caractéristique de mouvement est augmentée de 2"", et la caractéristique d'attaques est augmentée de 1. De plus, toutes les attaques qu'ils effectuent gagnent le trait Knockback."
../TacticsCards/GOLIATH/Ceramite Skin.png;Ceramite Skin;Goliath Tactics;"| Play this card when a fighter is hit by an
attack with the Blaze trait.
The fighter is not pinned and the attack |
causes no damage.";Peau de Céramite;Goliath;Jouez cette tactique lorsqu'un combattant est touché par un attaque avec le trait Blaze. Le combattant n'est pas Pinned et l'attaque ne provoque aucun dommage.
../TacticsCards/GOLIATH/Crunch Time.png;Crunch Time;Goliath Tactics;"Play this gang tactic during the Priority

phase of any round, after Roll for Priority,

but before Ready Fighters.

Untul the End phase of this round, all
unarmed attacks made by friendly fighters

| gain +1 S and the Pulverise trait.

|";Moment critique;Goliath;Jouez cette tactique pendant la phase de priorité d’un tour, après le lancer de priorité, mais l’activation des combattants. Jusqu'à la phase de fin de ce tour, toutes les attaques à mains nues lancées par des combattants alliés gagne +1 S et le trait Pulverise.
../TacticsCards/GOLIATH/Fireborn.png;Fireborn;Goliath Tactics;"| Play this gang tactic at the start of the battle,
after both sides have deployed but before
the first round.
Choose up to three House Goliath fighters
in your starting crew. Until the end of this
battle, the chosen fighters become immune
to both the Blaze and the Rad-phage traits.";Né du feu;Goliath;Jouez cette tactique au début de la bataille, après que les deux camps se soient déployés mais avant le premier tour. Choisissez jusqu'à trois combattants Goliath dans votre gang de départ. Jusqu'à la fin de ça bataille, les combattants choisis deviennent immunisés aux traits Blaze et Rad-phage.
../TacticsCards/GOLIATH/Genetically Gifted.png;Genetically Gifted;Goliath Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence
before any fighters have been deployed.

Choose a House Goliath fighter in your starting
crew. Until the end of this battle, that fighter
gains one additional genetic upgrade of your
choice. This must be from the same category as
that fighter's chosen subtype but does not affect
their credit cost.";Génétiquement doué;Goliath;Jouez cette tactique au début de l’étape de déploiement avant que des combattants aient été déployés. Choisissez un combattant Goliath dans votre gang de départ. Jusqu'à la fin de cette bataille, ce combattant gagne une amélioration génétique supplémentaire de votre choix. Celle-ci doit appartenir à la même catégorie que le sous-type choisi par ce combattant mais n'affecte pas son coût en crédit.
../TacticsCards/GOLIATH/Get ‘Em!.png;Get ‘Em!;Goliath Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters activated as part of

a Group Activation may add 2"" to their
Movement characteristic during their Activation.";Chopez-les !;Goliath;"Jouez cette tactique pendant la phase de priorité de un tour, après le lancer de priorité mais avant activation des combattants. Jusqu'à la phase de fin de ce tour, tous les combattants Goliath activés dans le cadre d’une activation de groupe peuvent ajouter 2"" à leur caractéristique de mouvement lors de leur activation."
../TacticsCards/GOLIATH/Hammer Blow.png;Hammer Blow;Goliath Tactics;"Play this gang tactic during the Priority
phase of any round, after Roll for Priority
but before Ready Fighters.

Until the End phase of this round, all
friendly House Goliath fighters' weapons
with the Melee trait gain the Knockback
‘trait.";Coup de marteau;Goliath;Jouez cette tactique pendant la phase de priorité d’un tour, après le lancer de priorité mais avant d’activer les combattants. Jusqu'à la phase de fin de ce tour, toutes les armes des combattants Goliath avec le trait Melee, obtiennent le trait Knockback.
../TacticsCards/GOLIATH/Improvised Projectile.png;Improvised Projectile;Goliath Tactics;"Play this gang tactic when activating a friendly
House Goliath fighter.

Choose one of the fighter's weapons with the
Melee trait. Until the end of this fighter's
activation, that weapon gains both a Long range
characteristic of 4"" and the Versatile trait.
However, until the End phase of this round, this
fighter cannot make a Reaction attack with that
weapon.";Projectile improvisé;Goliath;"Jouez cette tactique lors de l'activation d'un combattant Goliath. Choisissez une des armes du combattant avec le trait Melee. Jusqu'à la fin de l’activation de ce combattant, cette arme gagne à la fois une longue portée de 4"" et le trait Versatile. Cependant, jusqu'à la phase de fin de ce tour, ce combattant ne peut pas faire d’attaque de réaction avec cette arme."
../TacticsCards/GOLIATH/Inhuman Resilience.png;Inhuman Resilience;Goliath Tactics;"| Play this card instead of activating a fighter
on your turn.

Each of your Pinned fightersimmediately _
stands up. Then make a Recovery roll for
each Injured fighter in your gang, treating
Out of Action results as Seriously Injured.";Résilience inhumaine;Goliath;Jouez cette tactique au lieu d'activer un combattant à ton tour. Chacun de vos combattants Pinned se lève immédiatement. Effectuez ensuite un Recovery test pour chaque combattant blessé de votre gang, traitez les résultats Out of action, comme des résultats Seriously injured.
../TacticsCards/GOLIATH/Ironhide.png;| tronhide;Goliath Tactics;"| Play when one of your fighters is wounded
by an attack that causes more than

1 Damage.

The attack only causes 1 Damage. In
addition, if the fighter is pinned after the
attack has been resolved they return to
standing.";Peau de fer;Goliath;Jouez cette tactique lorsqu'un de vos combattants est blessé par une attaque qui cause plus de 1 Dommages. L'attaque ne cause qu'1 Dégât. De plus, si le combattant est Pinned après que l'attaque ait été résolue, il se remet debout.
../TacticsCards/GOLIATH/Knockout Blow.png;Knockout Blow;Goliath Tactics;"| Play this card when a fighter makes close
combat attacks before rolling to hit.

Any wound rolls for this fighter's attacks are —
automatically successful - no dice roll is
required.";Coup de grâce;Goliath;Jouez cette tactique lorsqu'un combattant effectue des attaques en combat rapproché, avant de tester pour toucher. Tous les jets de blessure pour les attaques de ce combattant sont automatiquement réussies - aucun lancer de dé n'est requis.
../TacticsCards/GOLIATH/Named and Shamed.png;Named and Shamed;Goliath Tactics;"Play this card at the start of the Deployment step
before any fighters have been deployed. Your

ang may immediately recruit up to two Goliath
faves They are recruited for free but will leave
the gang at the end of this battle. Each fighter is
equipped with a maul and either a stimm-slug
stash or a frenzon collar. These fighters are not
counted towards your maximum crew size - they
are taken in addition to your starting crew. If you
do not have models available to represent them,
you may discard this card and select another.";Nommé et humilié;Goliath;Jouez cette tactique au début de l'étape de déploiement avant que des combattants aient été déployés. Votre gang peut recruter immédiatement jusqu'à deux Goliath Juves. Ils sont recrutés gratuitement mais quitteront le gang à la fin de cette bataille. Chaque combattant est équipé d'un maul et soit d'un stimm-slug stash ou soit d’un Frenzon collar. Ces combattants ne sont pas comptés dans la taille maximale de votre gang - ils sont recrutés en plus de votre gang de départ.
../TacticsCards/GOLIATH/Not Done Yet.png;Not Done Yet;Goliath Tactics;"Play when a fighter from your gang is taken out
of action.

Tuck this card under the fighters card, they are
not removed from play. If they were prone, they
return to standing. They go out of action after
they are next activated and take a turn or when
they suffer another unsaved wound, whichever
comes first.";Pas encore fait;Goliath;Jouez cette tactique lorsqu'un combattant de votre gang est mis Out of action. Glissez cette carte sous la carte du combattants, il n’est pas retiré du jeu. S'il était Prone, il se remet debout. Il est mis Out of action à la fin de sa prochaine activation ou s’il subit une autre blessure non sauvegardée.
../TacticsCards/GOLIATH/One Last Go.png;One Last Go;Goliath Tactics;"Play this gang tactic when one of your House
Goliath fighters is taken Out of Action by an
attack made with a ranged weapon.

Before removing the fighter from the battlefield,
they may immediately make a Charge (Double)
action. After this action is resolved, the fighter
goes Out of Action as normal.";Un dernier effort;Goliath;Jouez cette tactique lorsqu'un membre de votre gang Goliath est mis Out of action par une attaque effectuée avec une arme à distance. Avant de retirer le combattant du champ de bataille, il peut immédiatement effectuer une Charge (Double). Une fois cette action résolue, le combattant est mis Out of action.
../TacticsCards/GOLIATH/Second Wind.png;Second Wind;Goliath Tactics;"Play instead of activating a fighter.
Remove a flesh wound from any fighter's
card.";Deuxième souffle;Goliath;Jouez cette tactique au lieu d'activer un combattant. Retirez une Blessure Légère d'un combattant.
../TacticsCards/GOLIATH/Steel Constitution.png;Steel Constitution;Goliath Tactics;"Play instead of activating a fighter.

Choose one of your fighters and tuck this

card under their fighter card. Until the end of
the round, this fighter cannot be affected by
weapons with the Gas or Toxin trait, and their
Strength and Toughness are used at their

full value, regardless of any modifiers
(including flesh wounds).";Constitution d’acier;Goliath;Jouez cette tactique au lieu d'activer un combattant. Choisissez un de vos combattants et placez cette carte sous la sienne. Jusqu'à la fin de ce tour, ce combattant ne peut pas être affecté par les armes avec le trait Gas ou Toxin. De plus sa Strength et sa Toughness sont utilisées à leur valeur normales, quels que soient les modificateurs (y compris les Blessures Légères).
../TacticsCards/GOLIATH/Stimm Overload.png;Stimm Overload;Goliath Tactics;"Play this card when activating a fighter.
This fighter counts a Charge
(Double) action as a Basic action this turn.";Surcharge de stimm;Goliath;Jouez cette tactique lors de l'activation d'un combattant. Ce combattant compte les actions Charge (Double) comme (basic) ce tour-ci.
